claimReviewed,itemReviewed.author.name,itemReviewed.datePublished,datePublished,reviewRating.alternateName,language,domain
"“So this is just a way they’re trying to steal the election, and everybody knows that. Because the only way they’re going to win is by a rigged election.”",Donald Trump,2020-08-20,2020-08-24 18:12:57,false,en,politifact.com
"""Sadly, American taxpayer dollars helped fund these attacks, which many reports are saying came from the Biden administration.”",Donald Trump,2023-10-07,2023-10-11 22:28:41,false,en,politifact.com
"Video proves “space is fake.”
",Viral image,2022-09-06,2022-09-14 21:06:23,false,en,politifact.com
"“Kamala Harris is not a ‘natural born citizen’” and “can’t be president.”
",Viral image,2023-10-09,2023-10-13 17:53:59,false,en,politifact.com
"Video shows “second night of missiles attacks against Israel.”
",Viral image,2023-10-09,2023-10-13 17:48:38,false,en,politifact.com
"“Israel just bombed and destroyed” Saint Porphyrius Church in Gaza.
",Instagram posts,2023-10-09,2023-10-13 17:54:27,false,en,politifact.com
"Russian President Vladimir Putin “warns ‘global terrorist’ Klaus Schwab his ‘days are numbered.’”
",Facebook posts,2023-10-07,2023-10-13 17:52:03,false,en,politifact.com
"Video shows the Secret Service failing to protect Kamala Harris after she became vice president.
",Instagram posts,2023-10-09,2023-10-13 17:52:50,false,en,politifact.com
"Video shows President Joe Biden telling a child, “You’re one sexy kid.”
",Instagram posts,2023-10-11,2023-10-13 17:53:33,false,en,politifact.com
"Video shows recent violence in Israel and Gaza is “fake.”
",Viral image,2023-10-11,2023-10-13 17:57:22,false,en,politifact.com
"Video shows CNN “faking attack in Israel on the camera.”
",Viral image,2023-10-11,2023-10-13 17:55:21,false,en,politifact.com
"A CNN reporter “faked” being near the Israel-Gaza border.
",Instagram posts,2023-10-11,2023-10-13 17:56:39,false,en,politifact.com
"The Las Vegas Sphere displayed an Israeli flag.
",Tweets,2023-10-11,2023-10-13 17:58:04,false,en,politifact.com
"The 2023 Israel-Hamas war is a “false flag.”
",Instagram posts,2023-10-09,2023-10-13 17:58:37,false,en,politifact.com
"It has been U.S. policy “for at least 79 years"" to require Americans who intend to be evacuated from overseas to sign a promissory note.",Brian Krassenstein,2023-10-12,2023-10-13 21:11:53,true,en,politifact.com
"Video shows U.S. Navy pilots arriving in Palestine.
",Viral image,2023-10-10,2023-10-13 17:56:06,false,en,politifact.com
Protesters “broke into the White House.”,Viral image,2020-05-30,2020-05-30 23:08:59,false,en,politifact.com
"“Cops in Norway: require 3 years of training, 4 people killed since 2002. Cops in Finland: require 2 years of training, 7 people killed since 2000. Cops in Iceland: require 2 years of training, 1 person killed since ever. Cops in the U.S.: require 21 weeks of training, 8,000+ people killed since 2001.”",Viral image,2020-06-08,2020-06-23 14:56:58,mixture,en,politifact.com
“Registered Republican not allowed to vote.”,Viral image,2020-07-13,2020-07-15 14:22:54,false,en,politifact.com
"Photo shows Tampa Mayor Jane Castor maskless at Super Bowl.
",Viral image,2021-02-09,2021-02-19 19:52:03,false,en,politifact.com
"Photo shows former French education minister Najat Vallaud-Belkacem herding sheep as a child in Morocco.
",Viral image,2022-01-04,2022-01-13 22:20:02,false,en,politifact.com
"Video shows “the earthquake in Turkey.”
",Facebook posts,2023-02-08,2023-02-17 22:04:51,false,en,politifact.com
"“At a top robotics company in Japan this week, four robots being developed for military applications killed 29 humans in the lab.”",Facebook posts,2023-03-10,2023-03-28 20:47:29,false,en,politifact.com
U.S. public schools don't teach the Declaration of Independence.,Facebook posts,2023-04-06,2023-04-07 22:25:32,false,en,politifact.com
An Instagram video shows a man confronting President Joe Biden about an inappropriate relationship with a 13-year-old girl.,Instagram posts,2023-05-09,2023-05-19 16:07:48,false,en,politifact.com
"Video shows cattle killed by COVID-19 vaccines.
",Viral image,2023-06-14,2023-06-14 22:25:41,false,en,politifact.com
"Celebrities are “painting their Maui properties the same weird shade of blue.”
",Viral image,2023-08-23,2023-08-25 20:32:17,false,en,politifact.com
"“Klaus Schwab announces the end of car ownership.”
",Instagram posts,2023-10-05,2023-10-13 17:50:14,false,en,politifact.com
"Video shows a man interrupting Republican presidential candidate Will Hurd on “The View.”
",Viral image,2023-08-07,2023-08-24 21:53:45,false,en,politifact.com
"Former President Barack Obama “reacts to chef’s wife blaming him for the death of her husband Talafi Cambell.”
",Facebook posts,2023-08-22,2023-08-25 20:33:08,false,en,politifact.com
"“Trump says Biden is an alien.”
",Viral image,2023-08-23,2023-08-30 19:56:16,false,en,politifact.com
"The omicron variant of COVID-19 “came out” in 2021, but “the copyright on this book” about the variant is 2020.",Facebook posts,2021-12-14,2021-12-21 22:49:54,false,en,politifact.com
"""You have 55 corporations, for example, in the United States of America making over $40 billion, don't pay a cent. Not a single little red cent.""",Joe Biden,2021-10-21,2021-10-22 18:19:07,mostly true,en,politifact.com
"""Florida's water is dirtier and sicker than when Gov. DeSantis first took office.""",Lindsay Cross,2023-01-03,2023-02-23 18:41:37,mixture,en,politifact.com
“Footage from Israeli helicopter shows the IDF killing many people at October 7 concert in Israel.”,Stew Peters,2023-11-09,2023-11-17 21:32:36,false,en,politifact.com
“New court documents reveal that George Floyd died of a fentanyl overdose.”,Instagram posts,2023-10-27,2023-11-17 21:39:41,false,en,politifact.com
"Billboard in New York City shows “Stand with Israel” ad replacing “Stand with Ukraine” ad.
",Instagram post,2023-11-14,2023-11-17 21:37:53,false,en,politifact.com
"Video shows President Joe Biden falling “on the plane stairs shortly after landing in Poland.”
",Viral image,2023-11-15,2023-11-17 21:54:02,false,en,politifact.com
"Former President Donald Trump “just told everyone he is commander in chief.”
",Viral image,2023-11-12,2023-11-17 21:54:41,false,en,politifact.com
"Photo shows “Pfizer CEO Albert Bourla wearing a mask in November 2023.”
",Viral image,2023-11-15,2023-11-17 21:55:21,false,en,politifact.com
"Video shows first lady Jill Biden calling President Joe Biden “the world's biggest cheerleader for the atrocities happening now in Gaza.""
",Viral image,2023-11-12,2023-11-17 21:56:08,false,en,politifact.com
"A “B-2 stealth bomber seen over New York” means “Hezbollah may declare war on Israel.”
",TikTok posts,2023-11-03,2023-11-17 21:56:40,false,en,politifact.com
"Video shows Ontario Premier Doug Ford promoting Elon Musk’s “latest project.”
",Viral image,2023-11-03,2023-11-17 21:57:19,false,en,politifact.com
"“Jews did 9/11.”
",Instagram posts,2023-11-01,2023-11-17 21:57:48,false,en,politifact.com
"Mel Gibson posted about “the end” of Israel and said the country wants “to destroy everything in the way.”
",Viral image,2023-11-04,2023-11-17 21:58:33,false,en,politifact.com
"Video shows someone wearing a Donald Trump mask appeared in court instead of the former president.
",Viral image,2023-11-07,2023-11-17 21:59:22,false,en,politifact.com
"Video shows “Elon Musk and the Dubai billionaire have unveiled new software called ‘Quantum AI.’”
",Facebook posts,2023-11-15,2023-11-17 22:53:12,false,en,politifact.com
"Princess Diana “is still alive” and “possibly could be with Trump.”
",Viral image,2023-11-09,2023-11-17 22:53:57,false,en,politifact.com
"Video shows former President Donald Trump saying he “just can’t be upset” with Kanye West.
",Viral image,2022-12-07,2022-12-12 17:29:37,false,en,politifact.com
Video shows Republican Missouri state senators using flamethrowers to burn books.,Instagram posts,2023-09-18,2023-09-27 19:59:02,false,en,politifact.com
"Under Project Hamilton, “every dollar you hold in your bank account, your wallet and even your retirement” will be confiscated and “replaced with a dangerous new totally digital dollar.”",Facebook posts,2023-09-13,2023-09-27 20:26:21,false,en,politifact.com
"“They brought in 25,000 (National Guard members) because Biden couldn't get enough people to his inauguration.”",Instagram posts,2023-09-23,2023-09-27 20:28:13,false,en,politifact.com
"""Trump just bought a handgun!”",Instagram posts,2023-09-25,2023-09-27 21:19:27,false,en,politifact.com
"""Ron (DeSantis), you talk a really good game about cutting spending, but you've increased spending in Florida by 30%.""",Mike Pence,2023-09-28,2023-09-28 03:21:17,mixture,en,politifact.com
“Ron DeSantis is against fracking. He is against drilling”,Nikki Haley,2023-09-27,2023-09-28 06:12:21,mixture,en,politifact.com
"U.S. aid to Ukraine will continue during a government shutdown, but programs for food stamps, transportation, education, justice, environmental protection and homelessness will not.",Instagram post,2023-09-22,2023-09-28 16:14:36,mixture,en,politifact.com
"""Texas teacher fired for reading Diary of Anne Frank to class.”",Randi Weingarten,2023-09-20,2023-09-28 16:17:11,mixture,en,politifact.com
"“A few years back,” Mitchell Stadium in Bluefield, W.Va., “was voted the best high school football field in America.”",Mike Oliverio,2023-08-29,2023-09-28 16:52:57,true,en,politifact.com
"At a United Nations summit, President Joe Biden and U.N. Secretary-General António Guterres warned of a planned disaster.",Facebook post,2023-09-25,2023-09-28 17:35:08,false,en,politifact.com
"Being transgender is a ""mental health disorder.""",Vivek Ramaswamy,2023-09-27,2023-09-28 22:32:06,false,en,politifact.com
“We are more energy independent today” under President Joe Biden.,Gavin Newsom,2023-09-27,2023-09-28 22:39:09,mixture,en,politifact.com
"“Putin decimates another adrenochrome warehouse in Ukraine.”
",Bloggers,2023-02-18,2023-02-23 22:32:49,false,en,politifact.com
"Video shows all highways closed in Berlin “right now.”
",Facebook posts,2023-09-24,2023-09-29 20:08:18,false,en,politifact.com
"Photo shows Hillary Clinton on a “lethal injection medical table.”
",Facebook posts,2023-09-09,2023-09-29 20:02:27,false,en,politifact.com
"“Three minutes ago Trump cries after losing everything after new evidence exposed.”
",Facebook posts,2023-09-26,2023-09-29 20:11:32,false,en,politifact.com
"A greeting message for Ukraine President Volodymyr Zelenskyy said “Glory to Urine.”
",Viral image,2023-09-22,2023-09-29 20:05:13,false,en,politifact.com
"“Klaus Schwab admits agenda 2030 is failing as millions rise up against new world order.”
",Viral image,2023-09-26,2023-09-29 20:09:52,false,en,politifact.com
"Video shows “everyone will be wiped out in 21 days.”
",Facebook posts,2023-09-17,2023-09-29 20:10:19,false,en,politifact.com
"President Joe Biden and his son snorted cocaine in the White House.
",Instagram posts,2023-09-15,2023-09-29 20:10:53,false,en,politifact.com
"“Pentagon releases NASA footage of 2,000 mile long UFO near Saturn.”
",Facebook posts,2023-09-23,2023-09-29 20:12:07,false,en,politifact.com
"A Sept. 20 video shows President Joe Biden’s body double.
",Facebook posts,2023-09-23,2023-09-29 21:18:46,false,en,politifact.com
"A vigilante “shot down the Chinese spy balloon in an extraordinary act.”
",Instagram posts,2023-02-04,2023-02-10 22:05:02,false,en,politifact.com
"Since Joe Biden “has taken office, unemployment in our (Latino) community has been cut in half.""
",Joe Biden,2023-08-24,2023-10-02 21:59:29,mostly true,en,politifact.com
"""Since the mid-'90s, this country has been governed by revolving continuing resolution and omnibus spending bill(s). … That is the reason we're $33 trillion in debt.""",Matt Gaetz,2023-10-01,2023-10-02 22:03:40,mixture,en,politifact.com
